bar_id	bar_pass	bar_type	bar_type_text	unique_id	node_id	Lon	Lat	Lon_m	Lat_m
1165	0.9	1	Culvert	xy4266631373030385	182	-73.03039205	42.66631789	1853445.61	2410503.771
1166	0.5	1	Culvert	xy4268142173014709	3504	-73.01470874	42.68142982	1854281.815	2412449.566
1167	0.4	1	Culvert	xy4268578373010362	1081	-73.01035787	42.68578405	1854509.358	2413006.94
1168	0.6	1	Culvert	xy4265992673018617	3514	-73.01861743	42.65992609	1854548.208	2410039.869
1169	0.6	1	Culvert	xy4267088173014510	2646	-73.01451075	42.67088962	1854579.63	2411309.7
1170	0.5	1	Culvert	xy4267081973012506	2648	-73.01250748	42.67082785	1854739.752	2411342.093
1171	1	1	Culvert	xy4272126872994681	2250	-72.99467941	42.72127154	1854798.555	2417163.438
1172	1	1	Culvert	xy4271988472992420	1501	-72.9924146	42.71988857	1855014.627	2417057.593
1173	0.4	1	Culvert	xy4267091573006603	2647	-73.00660087	42.67092315	1855204.438	2411467.727
1174	0.3	1	Culvert	xy4268803072998862	1869	-72.99884864	42.68802315	1855359.601	2413474.544
1175	0.5	1	Culvert	xy4269297872993619	2670	-72.99360904	42.69297759	1855641.216	2414114.422
1176	0.4	1	Culvert	xy4272224172980298	1977	-72.98029528	42.72224677	1855909.366	2417550.07
1177	0.7	1	Culvert	xy4272574072975402	690	-72.97540053	42.72573341	1856202.758	2418023.946
1178	0.8	1	Culvert	xy4272707572974834	689	-72.97483605	42.72708289	1856211.188	2418181.379
1179	0.4	1	Culvert	xy4265206372996968	1651	-72.99696657	42.65206335	1856471.791	2409609.395
1180	0.6	1	Culvert	xy4265034372995807	1652	-72.99580678	42.65034326	1856609.642	2409445.405
1181	0.7	1	Culvert	xy4266372872990277	3322	-72.99027929	42.66372837	1856688.309	2411005.787
1182	0.8	1	Culvert	xy4266556972988611	3325	-72.98861479	42.66557004	1856770.629	2411238.139
1183	0.7	1	Culvert	xy4266656272987930	3326	-72.9879315	42.66657008	1856797.88	2411359.999
1184	1	1	Culvert	xy4266642772986499	3408	-72.9864951	42.66643394	1856915.155	2411373.293
1185	0.5	1	Culvert	xy4273068172963132	2482	-72.96312692	42.73068449	1857039.964	2418800.873
1186	0.6	1	Culvert	xy4269184172975268	797	-72.97526184	42.69183995	1857122.504	2414349.383
1187	0.4	1	Culvert	xy4273316172958093	2772	-72.95808822	42.73316614	1857371.565	2419168.571
1188	0.6	1	Culvert	xy4266052472976144	1737	-72.97614408	42.66053327	1857892.176	2410935.357
1189	-1	1	Culvert	xy4267252072970779	251	-72.97077548	42.67252612	1857995.234	2412341.553
1190	1	1	Culvert	xy4272155772951880	2485	-72.95187478	42.72156124	1858174.027	2418031.061
1191	0.3	1	Culvert	xy4266346772967268	3169	-72.96726572	42.66347943	1858515.5	2411428.619
1192	0.4	1	Culvert	xy4270556972952739	1428	-72.95274475	42.70557527	1858534.309	2416279.766
1193	0.7	1	Culvert	xy4265184372970416	3168	-72.97042199	42.65184791	1858577.789	2410104.859
1194	0.3	1	Culvert	xy4272206572942278	2774	-72.94227916	42.72206461	1858918.887	2418273.329
1195	0.9	1	Culvert	xy4272225472938936	2293	-72.93893428	42.72225448	1859178.14	2418359.36
1196	0.8	1	Culvert	xy4256316172982906	1162	-72.9829082	42.56316133	1859967.408	2400237.106
1197	1	1	Culvert	xy4257913672968379	109	-72.96838464	42.57914169	1860689.278	2402255.54
1198	1	1	Culvert	xy4257849772962603	1228	-72.96260682	42.57849715	1861164.176	2402298.74
1199	1	1	Culvert	xy4257528572953569	177	-72.95356556	42.57528624	1861966.426	2402127.429
1200	0.5	1	Culvert	xy4258820672948899	3315	-72.94889334	42.58821044	1861989.485	2403621.347
1201	1	1	Culvert	xy4257783172946776	178	-72.94678169	42.57783681	1862435.233	2402537.118
1202	0.5	1	Culvert	xy4258438872944005	3316	-72.94399996	42.58439081	1862479.54	2403302.784
1203	1	1	Culvert	xy4259104572939931	3006	-72.93992961	42.59104471	1862623.158	2404104.534
1204	0.6	1	Culvert	xy4258902072937539	3007	-72.93753566	42.58902778	1862866.889	2403932.615
1205	0.6	1	Culvert	xy4259349372935301	1810	-72.93529827	42.59349983	1862923.918	2404461.701
1206	0.6	1	Culvert	xy4260966872929601	751	-72.92959657	42.60967187	1862940.83	2406328.128
1207	1	1	Culvert	xy4259507472932537	1777	-72.93254067	42.59507455	1863099.95	2404686.619
1208	0.7	1	Culvert	xy4260770172922729	1970	-72.9227333	42.60770201	1863537.05	2406248.968
1209	0.5	1	Culvert	xy4255180472941375	2170	-72.94138	42.55180677	1863562.122	2399818.537
1210	0.3	1	Culvert	xy4254333972942384	412	-72.94238792	42.54334636	1863709.487	2398880.731
1211	0.9	1	Culvert	xy4261576172911073	3475	-72.91106758	42.61576467	1864243.672	2407352.514
1212	1	1	Culvert	xy4260507172913296	2999	-72.91330116	42.60507876	1864354.208	2406149.357
1213	1	1	Culvert	xy4261929472908420	2095	-72.90841352	42.61929787	1864358.714	2407787.898
1214	0.5	1	Culvert	xy4259954472914535	2536	-72.91452993	42.59954752	1864405.654	2405525.144
1215	1	1	Culvert	xy4255899972927888	2791	-72.92789029	42.55899871	1864437.574	2400863.503
1216	1	1	Culvert	xy4260497472912031	2135	-72.91202705	42.60497552	1864457.842	2406163.153
1217	0.8	1	Culvert	xy4255934672922407	3232	-72.92240752	42.55934581	1864862.559	2401008.742
1218	0.6	1	Culvert	xy4259968472908187	3541	-72.90818681	42.5996926	1864903.908	2405665.344
1219	0.6	1	Culvert	xy4255358272919625	811	-72.91963119	42.55358663	1865237.302	2400438.34
1220	0.6	1	Culvert	xy4261005472891598	229	-72.89160424	42.61006046	1865937.609	2407115.651
1221	0.5	1	Culvert	xy4256326472907357	174	-72.9073576	42.56326359	1865949.323	2401729.238
1222	0.8	1	Culvert	xy4261160372886961	231	-72.8869609	42.6116114	1866263.376	2407375.084
1223	0.4	1	Culvert	xy4256344372901757	3039	-72.90175739	42.5634425	1866388.077	2401858.621
1224	1	1	Culvert	xy4260867572885166	1050	-72.88516689	42.60867468	1866484.422	2407091.727
1225	0.4	1	Culvert	xy4259457472886459	3265	-72.88646432	42.59457537	1866761.261	2405536.662
1226	0.3	1	Culvert	xy4259737672866621	3406	-72.86661605	42.59738097	1868256.943	2406231.068
1227	0.6	1	Culvert	xy4257212672869123	3177	-72.86911704	42.5721302	1868739.195	2403442.598
1228	0.4	1	Culvert	xy4257203872867790	681	-72.86778945	42.57203808	1868846.805	2403458.711
1229	0.4	1	Culvert	xy4257663072855510	1266	-72.8555047	42.57663573	1869695.665	2404199.117
1230	0.4	1	Culvert	xy4257855972851418	2195	-72.85141308	42.57856337	1869967.67	2404488.734
1231	0.8	1	Culvert	xy4258900672838216	2991	-72.83820976	42.58901134	1870731.226	2405881.955
1232	0.5	1	Culvert	xy4258330972839608	659	-72.83961414	42.58331498	1870773.697	2405236.395
1233	0.5	1	Culvert	xy4258312972838703	658	-72.83870042	42.58312993	1870851.027	2405234.31
1234	0.5	1	Culvert	xy4258263872837345	656	-72.83735167	42.582645	1870970.887	2405208.259
1235	1	1	Culvert	xy4258345172836187	2303	-72.83619327	42.58345509	1871040.743	2405318.94
1236	0.6	1	Culvert	xy4258443872831934	1285	-72.83192531	42.5844301	1871352.322	2405508.74
1237	0.4	1	Culvert	xy4258443872831934	1285	-72.83192531	42.5844301	1871352.322	2405508.74
1238	0.4	1	Culvert	xy4255185372836233	736	-72.83622881	42.55185224	1871890.481	2401890.05
1239	0.5	1	Culvert	xy4255185372836233	736	-72.83622881	42.55185224	1871890.481	2401890.05
1240	0.4	1	Culvert	xy4259027572820828	2219	-72.82082855	42.59028345	1872072.794	2406362.216
1241	0.7	1	Culvert	xy4255389072831059	2112	-72.83105945	42.55388132	1872245.163	2402211.994
1242	0.8	1	Culvert	xy4255389072831059	2112	-72.83105945	42.55388132	1872245.163	2402211.994
1243	0.3	1	Culvert	xy4258840372818784	3534	-72.81878491	42.58840295	1872285.329	2406198.499
1244	0.8	1	Culvert	xy4256245372827017	1572	-72.82699543	42.56246087	1872335.492	2403222.741
1245	1	1	Culvert	xy4255970272827751	2375	-72.82775622	42.55970662	1872349.573	2402908.983
1246	0.5	1	Culvert	xy4255478872826006	1724	-72.82600272	42.55478052	1872621.39	2402409.169
1247	0.9	1	Culvert	xy4258195972816469	3537	-72.81646626	42.58196679	1872642.64	2405546.058
1248	0.9	1	Culvert	xy4256378672822065	2461	-72.82206738	42.56377795	1872690.191	2403462.713
1249	0.8	1	Culvert	xy4256378672822065	2461	-72.82206738	42.56377795	1872690.191	2403462.713
1250	0.9	1	Culvert	xy4259754472809915	3058	-72.80991016	42.59754753	1872740.877	2407365.253
1251	0.5	1	Culvert	xy4258084072814528	3535	-72.81452562	42.58084035	1872826.687	2405462.117
1252	0.5	1	Culvert	xy4254590472824194	3343	-72.82419729	42.54592078	1873003.515	2401483.673
1253	0.6	1	Culvert	xy4254590472824194	3343	-72.82419729	42.54592078	1873003.515	2401483.673
1254	1	1	Culvert	xy4256105172818374	794	-72.81838163	42.56105844	1873055.476	2403240.355
1255	0.4	1	Culvert	xy4259655772805730	3059	-72.80573507	42.59656529	1873097.851	2407340.998
1256	0.9	1	Culvert	xy4257677572812192	3536	-72.81219907	42.5767791	1873120.543	2405067.45
1257	0.8	1	Culvert	xy4253795572825162	2224	-72.82516356	42.53795607	1873141.95	2400600.634
1258	0.6	1	Culvert	xy4253975272823245	2225	-72.82325269	42.53976023	1873244.626	2400834.01
1259	0.8	1	Culvert	xy4254062272822079	2230	-72.82207245	42.5406238	1873314.807	2400950.953
1260	0.6	1	Culvert	xy4254062272822079	2230	-72.82207245	42.5406238	1873314.807	2400950.953
1261	0.6	1	Culvert	xy4254217772821442	2228	-72.82144332	42.54218533	1873322.49	2401132.745
1262	0.5	1	Culvert	xy4254217772821442	2228	-72.82144332	42.54218533	1873322.49	2401132.745
1263	0.9	1	Culvert	xy4255882772814178	2153	-72.81417727	42.55881843	1873448.904	2403080.249
1264	0.4	1	Culvert	xy4259665372800832	3063	-72.8008385	42.59665827	1873482.886	2407447.604
1265	0.3	1	Culvert	xy4258173872800192	2839	-72.8001916	42.58174685	1873936.953	2405843.008
1266	1	1	Culvert	xy4257997472800002	25	-72.8000079	42.5799769	1873999.315	2405654.652
1267	0.6	1	Culvert	xy4254684572810363	2306	-72.81036608	42.54684558	1874074.07	2401856.668
1268	1	1	Culvert	xy4255475472807644	2154	-72.807651	42.55475838	1874075.389	2402768.527
1269	1	1	Culvert	xy4255376572806756	2922	-72.80675175	42.55377307	1874173.22	2402679.383
1270	1	1	Culvert	xy4256786272801787	1983	-72.80178222	42.56786441	1874186.084	2404305.866
1271	0.5	1	Culvert	xy4255527972805792	2923	-72.80578752	42.55528478	1874208.749	2402862.375
1272	1	1	Culvert	xy4259542272791840	3061	-72.79183468	42.59542586	1874228.801	2407491.47
1273	0.9	1	Culvert	xy4255953372803988	2101	-72.80399312	42.55954091	1874235.878	2403359.427
1274	0.67	1	Culvert	xy4261059772603950	1830	-72.60395442	42.61060536	1888681.495	2412857.054
1275	0.658	1	Culvert	xy4261616872600544	2724	-72.60053858	42.61617229	1888799.982	2413528.418
1276	0.688	1	Culvert	xy4261587072598619	2723	-72.59861655	42.61587666	1888960.035	2413534.573
1277	0.647	1	Culvert	xy4262703672591476	88	-72.59147359	42.62704382	1889220.555	2414887.086
1278	0.788	1	Culvert	xy4267985772653708	2313	-72.65371404	42.6798628	1882863.215	2419377.607
1279	0.634	1	Culvert	xy4267467272647696	2807	-72.64770186	42.67467659	1883479.299	2418934.518
1280	0.675	1	Culvert	xy4265182472654835	3402	-72.65483646	42.6518239	1883536.628	2416315.653
1281	0	1	Culvert	xy4265513772626683	3234	-72.62668686	42.65514523	1885671.461	2417233.949
1282	0.539	1	Culvert	xy4259266672647441	1517	-72.64744722	42.59267024	1885729.174	2410048.973
1283	0.756	1	Culvert	xy4266314372616230	2993	-72.61623435	42.66314416	1886279.879	2418308.485
1284	0.955	1	Culvert	xy4264658872620122	1701	-72.62011608	42.64659166	1886423.663	2416437.114
1285	0.764	1	Culvert	xy4265977772614981	2586	-72.6149793	42.65978433	1886470.542	2417969.191
1286	0.62	1	Culvert	xy4257438472634469	1436	-72.63446521	42.57439048	1887253.605	2408324.8
1287	0.775	1	Culvert	xy4258695272627557	1851	-72.62755229	42.58695592	1887458.702	2409824.396
1288	0.775	1	Culvert	xy4258690272627457	1849	-72.62745215	42.58690684	1887467.96	2409821.063
1289	0.672	1	Culvert	xy4258629172625613	1850	-72.62561096	42.58629784	1887630.212	2409791.608
1290	0.672	1	Culvert	xy4258627672625516	1854	-72.62551341	42.58628343	1887638.323	2409791.984
1291	0.78	1	Culvert	xy4259759072620007	2443	-72.62000266	42.59759368	1887766.439	2411127.622
1292	0.715	1	Culvert	xy4258528972622764	2779	-72.62276865	42.5852904	1887882.521	2409738.848
1293	0.825	1	Culvert	xy4258709372621342	1071	-72.62134887	42.58709731	1887945.669	2409962.946
1294	0.611	1	Culvert	xy4265339872598449	38	-72.59844983	42.6533976	1887950.93	2417605.131
1295	0.799	1	Culvert	xy4258725172621026	1075	-72.62102974	42.58725796	1887966.545	2409986.703
1296	0.795	1	Culvert	xy4258742172620482	1074	-72.62048786	42.58742786	1888004.794	2410015.887
1297	0.677	1	Culvert	xy4259671472617218	2444	-72.61721534	42.5967222	1888010.662	2411088.516
1298	0.949	1	Culvert	xy4260272772615134	2529	-72.6151288	42.6027297	1888012.149	2411781.24
1299	0.795	1	Culvert	xy4258751472620277	1072	-72.62028165	42.58752192	1888018.547	2410030.181
1300	0.759	1	Culvert	xy4260661472612476	1294	-72.61247575	42.60662257	1888115.999	2412255.969
1301	0.786	1	Culvert	xy4260666472611988	1293	-72.61199028	42.60667244	1888153.04	2412271.02
1302	0.662	1	Culvert	xy4257062572622077	1438	-72.6220772	42.57063271	1888336.227	2408163.476
1303	0.82	1	Culvert	xy4260997672606998	686	-72.60699548	42.60997666	1888458.104	2412728.466
1304	0.889	1	Culvert	xy4266604872723068	2385	-72.72306364	42.66605129	1877757.006	2416508.035
1305	0.542	1	Culvert	xy4262745772736291	1394	-72.73629811	42.62746054	1877756.146	2412061.95
1306	0.555	1	Culvert	xy4266396472721628	2573	-72.72163143	42.66397184	1877926.584	2416310.861
1307	0.65	1	Culvert	xy4266381372720421	2575	-72.72041645	42.66381538	1878026.872	2416317.906
1308	0.58	1	Culvert	xy4264577272696414	3194	-72.69641778	42.64578096	1880413.303	2414837.034
1309	0.59	1	Culvert	xy4264580672696062	3193	-72.69605744	42.64580958	1880441.018	2414847.267
1310	0.559	1	Culvert	xy4261154072705946	3519	-72.70594189	42.61154288	1880588.894	2410936.152
1311	0.592	1	Culvert	xy4260123672706992	2267	-72.70699329	42.60124432	1880785.047	2409798.625
1312	0.594	1	Culvert	xy4264692972691219	2392	-72.69121787	42.64693764	1880793.055	2415065.348
1313	0.946	1	Culvert	xy4270075272666784	1387	-72.66678044	42.700758	1881263.053	2421384.052
1314	0.555	1	Culvert	xy4262401372692835	3015	-72.69283255	42.62401343	1881287.51	2412547.808
1315	0.603	1	Culvert	xy4271333672661675	1156	-72.66167296	42.71334456	1881324.549	2422849.632
1316	0.97	1	Culvert	xy4269827972664843	2500	-72.66483752	42.69828233	1881483.8	2421154.133
1317	0.61	1	Culvert	xy4269493572665190	2805	-72.66519637	42.69493809	1881546.304	2420784.482
1318	0.696	1	Culvert	xy4267549472669324	3443	-72.66932505	42.67549442	1881748.262	2418594.823
1319	0.611	1	Culvert	xy4268934672662641	930	-72.66264538	42.68934699	1881899.758	2420228.868
1320	0.643	1	Culvert	xy4264919872675938	124	-72.67593405	42.64919971	1881940.027	2415613.178
1321	0.599	1	Culvert	xy4268367572660791	3126	-72.66078739	42.68368298	1882200.466	2419651.631
1322	0.851	1	Culvert	xy4263424972657788	2825	-72.65778807	42.6342489	1883780.945	2414351.763
1323	0.614	1	Culvert	xy4259191472666617	169	-72.66661807	42.59192238	1884232.685	2409587.635
1324	0.575	1	Culvert	xy4259551272662367	168	-72.66236963	42.59551192	1884471.29	2410061.068
1325	0.612	1	Culvert	xy4259938072781384	1980	-72.78137869	42.59938422	1874949.306	2408127.04
1326	0.857	1	Culvert	xy4267563372749335	2516	-72.74933911	42.67564019	1875420.249	2417028.937
1327	0.577	1	Culvert	xy4265145972754853	3182	-72.75484864	42.65146431	1875639.097	2414298.601
1328	0.577	1	Culvert	xy4265134772754694	3183	-72.75468854	42.65135117	1875654.819	2414289.492
1329	0.938	1	Culvert	xy4261880072765265	32	-72.76526428	42.61880024	1875699.224	2410550.759
1330	0.62	1	Culvert	xy4264684072753193	3429	-72.753188	42.64684323	1875895.497	2413830.262
1331	0.852	1	Culvert	xy4267819872741734	2517	-72.74173765	42.67819873	1875951.815	2417456.404
1332	0.7	1	Culvert	xy4261916772761450	1013	-72.76145198	42.61916748	1875990.888	2410665.837
1333	0.37	1	Culvert	xy4268042172739247	3085	-72.73924887	42.68042071	1876088.349	2417746.469
1334	0.666	1	Culvert	xy4262142872758915	501	-72.75891308	42.62142871	1876130.548	2410961.183
1335	0.57	1	Culvert	xy4266502772742201	431	-72.74220644	42.665032	1876271.321	2416019.419
1336	0.556	1	Culvert	xy4270454272726879	3152	-72.7268767	42.70454231	1876412.573	2420606.213
1337	0.684	1	Culvert	xy4267805272733520	3100	-72.73352685	42.67805693	1876604.636	2417603.136
1338	0.706	1	Culvert	xy4267565972733523	3101	-72.73352268	42.67565906	1876669.923	2417343.214
1339	1	1	Culvert	xy4263684572727239	636	-72.72724396	42.63685164	1878217.807	2413259.222
1340	0.601	1	Culvert	xy4263672672726492	2965	-72.72648843	42.6367279	1878280.911	2413260.737
1341	0.675	1	Culvert	xy4260370772735995	2081	-72.73599533	42.60370684	1878423.574	2409492.045
1342	0.678	1	Culvert	xy4261112572732992	2079	-72.7329984	42.61112968	1878459.594	2410356.233
1343	0.547	1	Culvert	xy4264655672720703	1510	-72.72069787	42.64655969	1878472.351	2414441.291
1344	0.654	1	Culvert	xy4266128372714798	1065	-72.71479323	42.66128537	1878539.993	2416154.719
1345	0.586	1	Culvert	xy4259645872735204	2061	-72.73520822	42.59646453	1878682.056	2408722.222
1346	0.679	1	Culvert	xy4265726472714367	1064	-72.71436758	42.65726441	1878682.661	2415727.146
1347	0.673	1	Culvert	xy4265663372714284	1063	-72.71428411	42.65663283	1878706.384	2415660.315
1348	0.638	1	Culvert	xy4269816472695181	3366	-72.6951789	42.69817126	1879089.697	2420541.77
1349	0.678	1	Culvert	xy4265369072703831	835	-72.70382736	42.65369076	1879612.882	2415548.081
1350	0.627	1	Culvert	xy4267384372696771	1385	-72.69676481	42.67384666	1879624.365	2417873.15
1351	0.573	1	Culvert	xy4267352572696570	1384	-72.69656683	42.67352569	1879648.722	2417842.266
1352	0.586	1	Culvert	xy4267176772695670	1383	-72.69567077	42.67176711	1879767.259	2417669.322
1353	0.659	1	Culvert	xy4261219572711856	594	-72.71185118	42.61219769	1880103.654	2410890.233
1354	0	1	Culvert	xy4267674072720901	1380	-72.72089782	42.67674106	1877638.471	2417709.91
1355	0.685	1	Culvert	xy4272808172685072	849	-72.68506747	42.72808797	1879076.513	2423985.075
1356	0.611	1	Culvert	xy4272763272684259	852	-72.6842534	42.727636	1879153.07	2423952.173
1357	0.6	1	Culvert	xy4272742272683563	850	-72.68356427	42.72742981	1879213.089	2423943.448
1358	0.842	1	Culvert	xy4254077972658665	3267	-72.65866247	42.5407867	1886252.007	2404200.917
1359	0.62	1	Culvert	xy4252802572655312	3497	-72.65531715	42.52802644	1886863.773	2402883.717
1360	0.664	1	Culvert	xy4253568072651399	272	-72.65140599	42.53568509	1886965.278	2403791.805
1361	0.572	1	Culvert	xy4252904172650908	3498	-72.65091327	42.52904444	1887184.852	2403081.545
1362	0.666	1	Culvert	xy4253058672632887	423	-72.63288412	42.5305867	1888570.614	2403606.926
1363	0.64	1	Culvert	xy4255885172621502	2848	-72.621505	42.55885988	1888701.992	2406898.477
1364	1	1	Culvert	xy4252682672632241	3317	-72.63223632	42.52683177	1888724.088	2403212.671
1365	0.635	1	Culvert	xy4255914172620767	2847	-72.62077061	42.55914894	1888752.251	2406944.411
1366	0.598	1	Culvert	xy4255916272620128	2845	-72.62012931	42.55917141	1888802.399	2406959.593
1367	0.76	1	Culvert	xy4255345172621828	2920	-72.62182445	42.55345911	1888823.728	2406306.588
1368	0.623	1	Culvert	xy4254778172623218	2187	-72.62321291	42.54778615	1888868.242	2405663.936
1369	0.637	1	Culvert	xy4255314472621130	2919	-72.62112467	42.5531506	1888887.519	2406287.049
1370	0.639	1	Culvert	xy4255290872620495	2917	-72.62049001	42.55291459	1888944.183	2406274.076
1371	0.553	1	Culvert	xy4254739672622355	2185	-72.62235031	42.54740029	1888947.034	2405639.246
1372	0.599	1	Culvert	xy4255389672762895	822	-72.76289663	42.55389587	1877642.851	2403558.381
1373	0.591	1	Culvert	xy4255113272761510	823	-72.76150739	42.55113224	1877827.652	2403286.091
1374	0.817	1	Culvert	xy4254128372764217	1354	-72.76421218	42.54128981	1877879.796	2402165.139
1375	0.637	1	Culvert	xy4251850872768972	3012	-72.76897041	42.51851436	1878119.13	2399600.813
1376	0	1	Culvert	xy4249323372771964	2336	-72.77196044	42.49323428	1878566.128	2396799.641
1377	0.523	1	Culvert	xy4255180472717759	2011	-72.71775503	42.55180534	1881273.94	2404224.417
1378	0.6	1	Culvert	xy4257233872707968	2351	-72.70796823	42.5723464	1881491.698	2406645.702
1379	0	1	Culvert	xy4256297572699667	2436	-72.69966695	42.56297536	1882403.038	2405793.9
1380	0.659	1	Culvert	xy4250031372717002	991	-72.71700712	42.50031473	1882729.31	2398655.091
1381	0.595	1	Culvert	xy4256955772676338	1054	-72.67634381	42.56956215	1884070.423	2406970.326
1382	1	1	Culvert	xy4256059072679262	1139	-72.67926431	42.56059033	1884082.903	2405939.589
1383	0.65	1	Culvert	xy4255841472668494	2894	-72.66849845	42.55841696	1884994.184	2405917.416
1384	0.515	1	Culvert	xy4255189972668702	2893	-72.66870753	42.55190134	1885154.654	2405206.771
1385	0.631	1	Culvert	xy4254522172659648	621	-72.65965264	42.54522208	1886053.054	2404662.195
1386	0.744	1	Culvert	xy4259380572786171	3060	-72.78617094	42.59381311	1874720.655	2407428.266
1387	0.52	1	Culvert	xy4259446572780171	1979	-72.78016626	42.59446748	1875178.204	2407617.707
1388	0.497	1	Culvert	xy4252150672803225	1172	-72.80322578	42.52150588	1875324.187	2399248.826
1389	0.708	1	Culvert	xy4256054872788187	867	-72.78818732	42.56054784	1875460.277	2403780.467
1390	0.653	1	Culvert	xy4258427472773740	1549	-72.77374641	42.58427911	1875961.864	2406639.407
1391	0.651	1	Culvert	xy4257407572773049	1152	-72.77304612	42.57408311	1876293.083	2405547.397
1392	0.594	1	Culvert	xy4254940472781298	706	-72.78129474	42.54941294	1876307.148	2402708.78
1393	0.611	1	Culvert	xy4253924172783561	1175	-72.78356663	42.53924374	1876402.179	2401560.916
1394	0.689	1	Culvert	xy4254333572781682	2560	-72.78168515	42.54333571	1876440.558	2402041.905
1395	0.712	1	Culvert	xy4254545172780605	2561	-72.78060926	42.54545923	1876468.349	2402293.477
1396	0.632	1	Culvert	xy4258239672760650	154	-72.76065382	42.58239692	1877049.119	2406693.797
1397	0.575	1	Culvert	xy4258116572760119	153	-72.76011318	42.58116906	1877125.143	2406571.31
1398	0	1	Culvert	xy4255356772736556	2206	-72.73656244	42.55357138	1879736.891	2404043.784
1399	0.633	1	Culvert	xy4257027772580519	3034	-72.58051633	42.57027745	1891634.794	2408951.51
1400	0.638	1	Culvert	xy4256927472580419	3033	-72.58042156	42.56927459	1891669.64	2408844.682
1401	0.655	1	Culvert	xy4256862272580498	3032	-72.58049926	42.56862159	1891681.297	2408772.348
1402	1	1	Culvert	xy4257221972578913	3171	-72.57891942	42.57222135	1891708.146	2409194.022
1403	0.763	1	Culvert	xy4263235572586144	3260	-72.5861387	42.63235924	1889497.47	2415569.326
1404	0.684	1	Culvert	xy4263277072579891	2766	-72.57989413	42.63277868	1889979.728	2415738.965
1405	0	1	Culvert	xy4261125572587057	2545	-72.58706293	42.61126111	1889999.521	2413263.956
1406	0.695	1	Culvert	xy4261142772586742	2544	-72.5867481	42.61143331	1890019.725	2413288.884
1407	0.665	1	Culvert	xy4261171172586223	2543	-72.58622913	42.61171715	1890053.03	2413329.973
1408	0.689	1	Culvert	xy4261186072585949	2542	-72.58595602	42.61186626	1890070.563	2413351.568
1409	0.688	1	Culvert	xy4260957772586355	1391	-72.58634978	42.60958148	1890101.708	2413096.068
1410	0.688	1	Culvert	xy4260954272586300	1390	-72.58629451	42.60954619	1890107.041	2413093.341
1411	0.631	1	Culvert	xy4264440272574065	1404	-72.57406254	42.64441027	1890123.528	2417115.723
1412	0.677	1	Culvert	xy4260935272584228	2347	-72.58423192	42.60935345	1890275.419	2413113.473
1413	0.711	1	Culvert	xy4260977872584017	2346	-72.58402175	42.60977887	1890280.441	2413163.769
1414	0.711	1	Culvert	xy4261011772583837	2345	-72.5838442	42.6101215	1890285.142	2413204.442
1415	0.715	1	Culvert	xy4261036572583543	2344	-72.58354909	42.61036887	1890301.736	2413237.126
1416	0.635	1	Culvert	xy4264416872571505	1403	-72.57150742	42.64417703	1890331.857	2417141.264
1417	0.648	1	Culvert	xy4263655672567865	2641	-72.56785993	42.63656285	1890827.886	2416388.524
1418	0.568	1	Culvert	xy4256717972591583	1330	-72.59157725	42.56718445	1890843.832	2408396.089
1419	0.589	1	Culvert	xy4256698272591015	1329	-72.5910099	42.56698566	1890894.149	2408385.827
1420	0.579	1	Culvert	xy4256694072590954	1328	-72.59094892	42.56694401	1890900.11	2408382.526
1421	0.636	1	Culvert	xy4252269472605303	2400	-72.6053016	42.52270203	1890969.488	2403300.547
1422	0.67	1	Culvert	xy4251851472606027	997	-72.60602372	42.51852199	1891026.174	2402832.985
1423	0.665	1	Culvert	xy4251631672606430	1005	-72.60642444	42.51632003	1891054.423	2402586.275
1424	0.632	1	Culvert	xy4253290672600450	2394	-72.60044932	42.53291458	1891075.468	2404504.311
1425	0.567	1	Culvert	xy4252919372600679	2686	-72.60067546	42.52920002	1891158.774	2404097.094
1426	0.678	1	Culvert	xy4253339572598737	3023	-72.59874264	42.53340086	1891197.346	2404590.993
1427	0.662	1	Culvert	xy4252552672600906	1319	-72.6009022	42.52553338	1891240.726	2403695.06
1428	0.64	1	Culvert	xy4252272972601078	1753	-72.60107251	42.52273323	1891303.536	2403388.087
1429	0.644	1	Culvert	xy4251883572601457	3143	-72.60145737	42.51884384	1891379.032	2402958.751
1430	0.659	1	Culvert	xy4251661272602034	2953	-72.6020301	42.51661926	1891394.288	2402706.169
1431	0.637	1	Culvert	xy4251430272602711	1003	-72.60271069	42.51430982	1891403.309	2402442.238
1432	0.715	1	Culvert	xy4254238172592554	1099	-72.59255323	42.54238862	1891442.423	2405688.563
1433	0.675	1	Culvert	xy4254203572592200	1092	-72.59220227	42.54203504	1891479.843	2405657.216
1434	1	1	Culvert	xy4252285872626006	3319	-72.62600064	42.52286504	1889325.859	2402906.53
1435	1	1	Culvert	xy4252266072625461	3318	-72.62545777	42.52266535	1889374.286	2402895.672
1436	0.634	1	Culvert	xy4251637672623968	918	-72.62397345	42.51637972	1889662.936	2402243.67
1437	0.669	1	Culvert	xy4251663872623567	919	-72.62357313	42.51664508	1889687.419	2402280.402
1438	0.684	1	Culvert	xy4252684872609213	292	-72.60921899	42.52685037	1890546.279	2403672.364
1439	0.716	1	Culvert	xy4252298472610447	2357	-72.61045193	42.5229848	1890553.932	2403228.735
1440	0.612	1	Culvert	xy4255011572598982	1893	-72.59897651	42.55011901	1890723.281	2406398.812
